Order (AUFNR);Value in EUR (MV_MONVALUE_CONVERTED);Object Number (OBJNR);Order Type (AUART);Entered By (ERNAM);User Type (USTYP);User group (CLASS);Created On (ERDAT);Country/Reg. (LAND1);Company Code (BUKRS);Plant (WERKS);Business Area (GSBER);CO Area (KOKRS);Tech.Completion (IDAT2);Profit Center (PRCTR);Actual release (FTRMI);Sched. finish (GLTRS);Reservation (RSNUM);Item (RSPOS);RequirementType (BDART);Material Group (MATKL);Material (MATNR);Procurement (BESKZ);MRP Type (DISMM);ABC Indicator (MAABC);Lot Sizing Procedure (DISLS);Safety Stock (EISBE);GR Proc. Time (WEBAZ);Batch (CHARG);Plant (Reserv.) (WERKS_RESB);Location (LGORT);Deleted (XLOEK);Final Issue (KZEAR);Missing Part (XFEHL);Special Stock (SOBKZ);Reqmt Date (BDTER);Reqmt Qty (BDMNG);Qty.f.avail.chk (VMENG);Withdrawal Qty (ENMNG);Base Unit (MEINS);Withdr. Value (ENWRT);Currency (WAERS);Pegged Reqmt (BAUGR);Backflush (RGEKZ);Year Cur.Period (LFGJA);Current Period (LFMON);Unrestricted (LABST);Quality Insp. (INSME);Transaction Code (TCODE2);Material Doc. (MBLNR);Mat. Doc. Year (MJAHR);Trans. Ev. Type (VGART);Document Type (BLART);Document Date (BLDAT);Posting Date (BUDAT);Entered On (CPUDT);User Name (USNAM);Quantity (MENGE);Unit (GI) (MEINS_MSEG);Quantity in UnE (ERFMG);Unit of Entry (ERFME);Backlog purch. req. (BL_PURCH_REQ);Oldest PR rel.date (FRGDT_PURCH_REQ);Oldest purchase req. (BANFN_PURCH_REQ);Backlog purch. order (BL_PURCH_ORD);Oldest PO del.date (EINDT_BL_PURCH_ORD);Oldest purch. order (EBELN_BL_PURCH_ORD);Oldest PO category (BSTYP_BL_PURCH_ORD);Open purch. orders (OPEN_PURCH_ORD);EaliestPOdeldate (EINDT_OPEN_PURCH_ORD);Earlistpurchorder (EBELN_OPEN_PURCH_ORD);Earliest PO category (BSTYP_OPEN_PURCH_ORD);BL plan. order 'LA' (BL_PLANNED_LA);Oldest 'LA' date (PEDTR_LA);Oldest planned order (PLNUM_LA);BL manuf. orders (BL_MANUF_ORDERS);Oldest manuf.date (DGLTS_BL_MANUF);Oldest manuf. order (AUFNR_BL_MANUF);Oldest order cat. (AUTYP_BL_MANUF);Open manuf. orders (OPEN_MANUF_ORDERS);Earliest manuf.date (DGLTS_OPEN_MANUF);Earlistmanuforder (AUFNR_OPEN_MANUF);Earlistordercat (AUTYP_OPEN_MANUF);Conf. error w. GM (COGI_ERROR)
000001931124;0;OR000001931124;PI01;NIEME;A;TESTER;2022-05-06;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-06;2022-05-06;0003948528;0007;AR;02;MES_COMP01_NOT_MESREL_01;X;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-06;10.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;300.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931125;0;OR000001931125;PI01;NIEME;A;TESTER;2022-05-06;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-06;2022-05-06;0003948533;0001;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-06;10.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931125;0;OR000001931125;PI01;NIEME;A;TESTER;2022-05-06;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-06;2022-05-06;0003948533;0002;AR;02;MES_COMP02_BATCH_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-06;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;02;79985.700;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931125;0;OR000001931125;PI01;NIEME;A;TESTER;2022-05-06;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-06;2022-05-06;0003948533;0003;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-06;30.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931125;0;OR000001931125;PI01;NIEME;A;TESTER;2022-05-06;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-06;2022-05-06;0003948533;0004;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-06;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;78931.480;2.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931125;0;OR000001931125;PI01;NIEME;A;TESTER;2022-05-06;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-06;2022-05-06;0003948533;0005;AR;02;MES_COMP05_BATCH_CROSS;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-06;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;80048.800;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931125;0;OR000001931125;PI01;NIEME;A;TESTER;2022-05-06;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-06;2022-05-06;0003948533;0006;AR;02;MES_COMP06_SN_CROSS;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-06;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;1981.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931125;0;OR000001931125;PI01;NIEME;A;TESTER;2022-05-06;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-06;2022-05-06;0003948533;0007;AR;02;MES_COMP01_NOT_MESREL_01;X;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-06;10.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;300.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931181;0;OR000001931181;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948698;0001;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;1.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931181;0;OR000001931181;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948698;0002;AR;02;MES_COMP02_BATCH_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;02;79985.700;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931181;0;OR000001931181;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948698;0003;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;3.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931181;0;OR000001931181;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948698;0004;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;78931.480;2.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931181;0;OR000001931181;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948698;0005;AR;02;MES_COMP05_BATCH_CROSS;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;80048.800;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931181;0;OR000001931181;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948698;0006;AR;02;MES_COMP06_SN_CROSS;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-07;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;1981.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931181;0;OR000001931181;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948698;0007;AR;02;MES_COMP01_NOT_MESREL_01;X;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;1.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;300.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931182;0;OR000001931182;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948699;0001;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;1.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931182;0;OR000001931182;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948699;0002;AR;02;MES_COMP02_BATCH_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;02;79985.700;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931182;0;OR000001931182;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948699;0003;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;3.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931182;0;OR000001931182;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948699;0004;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;78931.480;2.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931182;0;OR000001931182;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948699;0005;AR;02;MES_COMP05_BATCH_CROSS;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;80048.800;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931182;0;OR000001931182;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948699;0006;AR;02;MES_COMP06_SN_CROSS;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-07;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;1981.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931182;0;OR000001931182;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948699;0007;AR;02;MES_COMP01_NOT_MESREL_01;X;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;1.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;300.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931183;0;OR000001931183;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948701;0001;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;1.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931183;0;OR000001931183;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948701;0002;AR;02;MES_COMP02_BATCH_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;02;79985.700;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931183;0;OR000001931183;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948701;0003;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;3.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931183;0;OR000001931183;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948701;0004;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;78931.480;2.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931183;0;OR000001931183;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948701;0005;AR;02;MES_COMP05_BATCH_CROSS;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;80048.800;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931183;0;OR000001931183;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948701;0006;AR;02;MES_COMP06_SN_CROSS;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-07;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;1981.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931183;0;OR000001931183;PI01;ZHANGKEVI;A;TESTER;2022-05-07;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-07;2022-05-07;0003948701;0007;AR;02;MES_COMP01_NOT_MESREL_01;X;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-07;1.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;300.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931200;0;OR000001931200;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949116;0001;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;100.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931200;0;OR000001931200;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949116;0002;AR;02;MES_COMP02_BATCH_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;200.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;02;79985.700;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931200;0;OR000001931200;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949116;0003;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;300.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931200;0;OR000001931200;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949116;0004;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;200.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;78931.480;2.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931200;0;OR000001931200;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949116;0005;AR;02;MES_COMP05_BATCH_CROSS;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;200.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;80048.800;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931200;0;OR000001931200;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949116;0006;AR;02;MES_COMP06_SN_CROSS;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-09;200.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;1981.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931200;0;OR000001931200;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949116;0007;AR;02;MES_COMP01_NOT_MESREL_01;X;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;100.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;300.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931227;0;OR000001931227;PI01;C5317887;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;;2022-05-09;2022-05-09;0003948869;0001;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;10.000;0.000;0.000;ST;0.00;EUR;MES_FG_05_BATCH_SN_PI;;2022;05;78931.480;2.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931227;0;OR000001931227;PI01;C5317887;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;;2022-05-09;2022-05-09;0003948869;0002;AR;02;MES_COMP06_SN_CROSS;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-09;10.000;0.000;0.000;ST;0.00;EUR;MES_FG_05_BATCH_SN_PI;;2022;05;1981.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931229;0;OR000001931229;PI01;C5317887;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;;2022-05-09;2022-05-09;0003948871;0001;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;10.000;0.000;0.000;ST;0.00;EUR;MES_FG_05_BATCH_SN_PI;;2022;05;78931.480;2.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931229;0;OR000001931229;PI01;C5317887;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;;2022-05-09;2022-05-09;0003948871;0002;AR;02;MES_COMP06_SN_CROSS;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-09;10.000;0.000;0.000;ST;0.00;EUR;MES_FG_05_BATCH_SN_PI;;2022;05;1981.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931230;0;OR000001931230;PI01;C5317887;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;;2022-05-09;2022-05-09;0003948872;0001;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;100.000;0.000;0.000;ST;0.00;EUR;MES_FG_05_BATCH_SN_PI;;2022;05;78931.480;2.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931230;0;OR000001931230;PI01;C5317887;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;;2022-05-09;2022-05-09;0003948872;0002;AR;02;MES_COMP06_SN_CROSS;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-09;100.000;0.000;0.000;ST;0.00;EUR;MES_FG_05_BATCH_SN_PI;;2022;05;1981.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931233;0;OR000001931233;PI01;C5317887;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003948881;0002;AR;01;T-RI100;X;PD;;EX;0.000;0;;PL09;AFS;;;;;2022-05-09;100.000;0.000;0.000;KG;0.00;EUR;T-FI100;;2022;02;10222.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;1;2022-01-11;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931233;0;OR000001931233;PI01;C5317887;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003948881;0003;AR;01;T-RI000;X;PD;;EX;0.000;0;;PL09;AFS;;;;;2022-05-09;200.000;0.000;0.000;KG;0.00;EUR;T-FI100;;2022;01;10392.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;1;2022-01-11;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931233;0;OR000001931233;PI01;C5317887;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003948881;0006;AR;001;MES_FG_03_BATCH_PI;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;100.000;0.000;0.000;KG;0.00;EUR;T-FI100;;2022;05;1883.900;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;99;2021-07-12;null;null;3;2022-05-20;null;null;
000001931235;0;OR000001931235;PI01;C5330951;A;TESTER;2022-05-09;DE;R100;F051;;C001;null;PC-DC;2022-05-09;2022-05-11;0003948884;0001;AR;HALB_0002;QM_COMP;X;PD;;EX;0.000;1;;F051;0001;;;;;2022-05-11;10.000;0.000;0.000;EA;0.00;EUR;QM_GN_ART_SEG006;;2022;03;235.000;11.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;14;2022-05-05;null;0;null;null;null;0;null;null;null;
